,Health Facility Name,Address,Landmark,Locality,Pincode,latitude,longitude,Facility Type,State_Name,\N,Taluka_Name,Block_Name
281,Bopegaon,349,,Bopegoan,,17.932768,73.96137,SubCentre,Maharashtra,Satara,Wai,Wai
282,Shirwal,,,Shirwal,412801.0,18.153854,73.974044,Primary Health Centre,Maharashtra,Satara,Khandala,Khandala
283,Gawadi,222,Near by ST Stand,Gawadi,415012.0,17.7045,73.9276,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
284,Vajroshi,\N,,Vajroshi,415014.0,17.474808,73.966052,SubCentre,Maharashtra,Satara,Patan,Patan
285,Dhavadwadi,,,Dhavadwadi,412802.0,18.025805,74.054992,SubCentre,Maharashtra,Satara,Khandala,Khandala
286,Munawale,19,Near by Zp School,Munawale,415002.0,17.6977,73.7798,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
287,Velapur,10,Tapola Road,Subcenter Velapur,412806.0,17.7824,73.707,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
288,Wathar Nimblak 1,4,,Wathar Nimblak 1,415523.0,17.963063,74.371429,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
289,Katarkhatav,,,Katarkhatav,415507.0,17.568724,74.520963,SubCentre,Maharashtra,Satara,Khatav,Khatav
290,Parali,phc parali,urmodi dam,parali,415013.0,17.6651,73.9149,Primary Health Centre,Maharashtra,Satara,Satara,Satara
291,Julewadi,\N,,Julewadi,415108.0,17.1777,74.2443,SubCentre,Maharashtra,Satara,Karad,Karad
292,Kokisare,\N,,Kokisare,415210.0,17.311148,73.812227,SubCentre,Maharashtra,Satara,Patan,Patan
293,Kasarud,25,pratapgad Road,Subcenter Kasrud,412806.0,17.8991,73.5882,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
294,Koregoan,,,Koregaon,415104.0,17.2765,74.2436,SubCentre,Maharashtra,Satara,Karad,Karad
295,Nitral,sub center nitral,,village-nitral,415013.0,17.653,73.8631,SubCentre,Maharashtra,Satara,Satara,Satara
296,Nawadi,,,Nawadi,415211.0,17.339078,74.038969,SubCentre,Maharashtra,Satara,Patan,Patan
297,Chindhawali,14,,Chindhawali,412803.0,17.866387,73.955022,SubCentre,Maharashtra,Satara,Wai,Wai
298,Wing,,,Wing,415122.0,17.1088,74.0364,SubCentre,Maharashtra,Satara,Karad,Karad
299,Pulkoti,\N,,Pulkoti,415509.0,17.5894,74.7883,Primary Health Centre,Maharashtra,Satara,Man,Man
300,Nigadi,sub cneter nigadi,,village-nigadi,415004.0,17.6106,74.085,SubCentre,Maharashtra,Satara,Satara,Satara
301,Pusegaon,,,Pusegaon,415502.0,17.709547,74.323787,Primary Health Centre,Maharashtra,Satara,Khatav,Khatav
302,Nandgaon,phc nandgaon,,village-nandgaon,415107.0,17.5145,74.1404,Primary Health Centre,Maharashtra,Satara,Satara,Satara
303,WarMhaswad,,,Warmhasawad,415509.0,17.6342,74.7844,SubCentre,Maharashtra,Satara,Man,Man
304,Khavali,226,,Khavali,412803.0,18.010649,73.74697,SubCentre,Maharashtra,Satara,Wai,Wai
305,Pachawad,36,,Pachwad,415513.0,17.856926,73.961346,SubCentre,Maharashtra,Satara,Wai,Wai
306,Bhuinj,69,,Bhuinj,415515.0,17.878558,73.970473,SubCentre,Maharashtra,Satara,Wai,Wai
307,Mogarale,,,Mogarale,415508.0,17.8759,74.5228,SubCentre,Maharashtra,Satara,Man,Man
308,Rural Hospital Vaduj,,,At Post Vaduj,415506.0,17.5938,74.4521,Community Health Center,Maharashtra,Satara,Khatav,Khatav
309,Machutar,41,Near Bhalgi Village,Subcenter Machutar,412806.0,17.8899,73.7223,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
310,Jalgaon,,,Jalgaon,415510.0,17.737815,74.135617,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
311,Sanbur,\N,,Sanbur,415112.0,17.263385,73.911558,Primary Health Centre,Maharashtra,Satara,Patan,Patan
312,Natoshi,\N,,Natoshi,415210.0,17.308235,73.882146,SubCentre,Maharashtra,Satara,Patan,Patan
313,Bidal,\N,,Bidal,415508.0,17.737,74.519,SubCentre,Maharashtra,Satara,Man,Man
314,Rural Hospital Mahabaleshwar,,,At Post Mahabaleshwar,412806.0,17.9299,73.648,Community Health Center,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
315,Aadarki,\N,,Aadarki,415537.0,17.921965,74.194763,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
316,Aamrag,,,Aamrag,415210.0,17.303173,73.861909,SubCentre,Maharashtra,Satara,Patan,Patan
317,Lonand,,,Lonand,415521.0,18.042807,74.188464,Primary Health Centre,Maharashtra,Satara,Khandala,Khandala
318,Vaadhe,sub center vadhe,,village-vadhe,415011.0,17.7247,74.028,SubCentre,Maharashtra,Satara,Satara,Satara
319,Shendurjane,,,Shendurjane,415021.0,17.785877,74.199037,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
320,Wing,,,Wing,412801.0,18.157984,73.915125,SubCentre,Maharashtra,Satara,Khandala,Khandala
321,Tripudi,\N,,Tripudi,415205.0,17.363895,73.929116,SubCentre,Maharashtra,Satara,Patan,Patan
322,Lalagun,,,Lalagun,415503.0,17.781916,74.296238,SubCentre,Maharashtra,Satara,Khatav,Khatav
323,Jakhangaon,,,Jakhangaon,415505.0,17.645681,74.32265,SubCentre,Maharashtra,Satara,Khatav,Khatav
324,Degaon,53,,Degoan,412803.0,17.879796,74.01134,SubCentre,Maharashtra,Satara,Wai,Wai
325,Koriwale,,,Kiriwale,415109.0,17.4272,74.0437,SubCentre,Maharashtra,Satara,Karad,Karad
326,Morgiri,\N,,Morgiri,415210.0,17.323823,73.858905,Primary Health Centre,Maharashtra,Satara,Patan,Patan
327,Pusesawali,,,Pusesawali,415512.0,17.462257,74.316011,Primary Health Centre,Maharashtra,Satara,Khatav,Khatav
328,Gokhali,1,,Gokhali,415523.0,18.045697,74.617125,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
329,Saygaon,411,Near By ZP School,Saigaon,415020.0,17.7971,73.9415,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
